GID,Pos,Name,Team,Opponent,Home/Away,Salary,Salary Change,Points,GP,Pts/Game,Pts/G/$,Pts/G(alt),Bye week,YTD Salary H/L
5159,WR,"Sanu, Mohamed",atl,buf,H,4800,300,24.2,2,12.1,2.52,12.8,5,H
5091,WR,"Green, A.J.",cin,cle,A,8600,500,24.1,2,12.05,1.4,30.1,6,H
5552,WR,"Kupp, Cooper",lar,dal,A,4300,-400,23.9,2,11.95,2.78,3.7,8,L
2793,RB,"Ingram, Mark",no,mia,A,4600,100,23.7,2,11.85,2.58,10.6,5,H
1302,QB,"Flacco, Joe",bal,pit,H,4900,-400,23.42,2,11.71,2.39,-0.88,10,L
5459,WR,"Thomas, Michael",no,mia,A,7300,300,23.4,2,11.7,1.6,21.7,5,H
2859,RB,"Miller, Lamar",hou,ten,H,4500,-500,23.3,2,11.65,2.59,7.3,7,L
4701,TE,"Engram, Evan",nyg,tam,A,3000,-200,23.3,2,11.65,3.88,9.5,8,L
1442,QB,"Bortles, Blake",jac,nyj,A,5300,900,23.12,2,11.56,2.18,27.56,8,H
5490,RB,"Richard, Jalen",oak,den,A,3900,-200,22.7,2,11.35,2.91,1.8,10,L
2830,RB,"Vereen, Shane",nyg,tam,A,3600,-400,22.6,2,11.3,3.14,4.3,8,L
5167,WR,"Hogan, Chris",ne,car,H,6000,-100,22.3,2,11.15,1.86,22.8,9,L
5253,WR,"Evans, Mike",tam,nyg,H,7400,-100,22.3,1,22.3,3.01,13.7,1,L
2994,RB,"Coleman, Tevin",atl,buf,H,5000,-300,22.3,2,11.15,2.23,11.9,5,L
5367,WR,"Bryant, Martavis",pit,bal,A,5400,-300,22.2,2,11.1,2.06,5,9,L
2552,RB,"Lynch, Marshawn",oak,den,A,5000,-1000,22.1,2,11.05,2.21,3.6,10,L
4594,TE,"Doyle, Jack",ind,sea,A,3400,-200,22,2,11,3.24,2.6,11,L
5326,WR,"Coleman, Brandon",no,mia,A,3500,-400,21.5,2,10.75,3.07,8.1,5,L
5168,WR,"Jones, Marvin",det,min,A,4000,-200,21.4,2,10.7,2.67,5.4,7,L
2907,RB,"Riddick, Theo",det,min,A,4500,-600,21.3,2,10.65,2.37,7.8,7,L
3751,WR,"Nelson, Jordy",gb,chi,H,7700,-100,20.9,1,20.9,2.71,23.2,8,L
5536,RB,"McCaffrey, Christian",car,ne,A,6800,700,20.9,2,10.45,1.54,23.7,11,H
2888,RB,"Bell, Le'Veon",pit,bal,A,8700,-100,20.8,2,10.4,1.2,21.8,9,L
4543,TE,"Clay, Charles",buf,atl,A,3700,300,20.6,2,10.3,2.78,15.9,6,H
5136,WR,"Baldwin, Doug",sea,ind,H,6900,500,20.4,2,10.2,1.48,29.5,6,H
5162,WR,"Wright, Kendall",chi,gb,A,3800,-500,20.3,2,10.15,2.67,0,9,L
1225,QB,"Manning, Eli",nyg,tam,A,5700,400,20.26,2,10.13,1.78,27.64,8,H
2612,RB,"Stewart, Jonathan",car,ne,A,4300,-400,20.2,2,10.1,2.35,7.1,11,L
4537,TE,"Rudolph, Kyle",min,det,H,4100,-100,20.1,2,10.05,2.45,1.4,9,L
5335,WR,"Landry, Jarvis",mia,no,H,6500,-300,20.1,1,20.1,3.09,10.8,1,L
5260,WR,"Richardson, Paul",sea,ind,H,4600,500,19.8,2,9.9,2.15,11,6,H
5432,WR,"Williams, Tyrell",lac,phi,H,4400,-200,19.8,2,9.9,2.25,3.5,9,L
2613,RB,"Forte, Matt",nyj,jac,H,3900,-400,19.7,2,9.85,2.53,2.5,11,L
3754,WR,"Garcon, Pierre",sfo,ari,A,5500,200,19.7,2,9.85,1.79,24.2,11,H
5182,WR,"Matthews, Rishard",ten,hou,A,4900,700,19.4,2,9.7,1.98,20.7,8,H
4573,TE,"Reed, Jordan",was,kan,A,5400,0,19.4,2,9.7,1.8,0,5,
3851,WR,"Amendola, Danny",ne,car,H,4900,-500,19,1,19,3.88,7.8,9,L
7004,D,Buffalo,buf,atl,A,2300,-300,19,2,9.5,4.13,8,6,L
7029,D,Tampa Bay,tam,nyg,H,3400,200,19,1,19,5.59,-1,1,H
7031,D,Washington,was,kan,A,2500,100,19,2,9.5,3.8,14,5,H
5353,WR,"Fowler, Bennie",den,oak,H,3300,300,18.9,2,9.45,2.86,9.5,5,H
3501,WR,"Fitzgerald, Larry",ari,sfo,H,6100,-300,18.5,2,9.25,1.52,36.9,8,L
5216,WR,"Williams, Terrance",dal,lar,H,3600,0,18.5,2,9.25,2.57,7.7,6,
2484,RB,"Sproles, Darren",phi,lac,A,4000,100,18.3,2,9.15,2.29,1.1,10,H
2580,WR,"Grant, Ryan",was,kan,A,3300,-200,18.2,2,9.1,2.76,6.1,5,L
5160,WR,"Thompson, Deonte",chi,gb,A,3100,-400,18.2,2,9.1,2.94,1.9,9,L
5452,WR,"Coleman, Corey",cle,cin,H,4800,0,18.2,2,9.1,1.9,0,9,
4461,TE,"Miller, Zach",chi,gb,A,2800,-200,18.1,2,9.05,3.23,2.7,9,L
4601,TE,"Ebron, Eric",det,min,A,3100,-200,18.1,2,9.05,2.92,2.9,7,L
5255,WR,"Cooks, Brandin",ne,car,H,7600,300,18.1,2,9.05,1.19,35.1,9,H
7001,D,Arizona,ari,sfo,H,3200,300,18,2,9,2.81,0,8,H
7002,D,Atlanta,atl,buf,H,3200,700,18,2,9,2.81,3,5,H
7010,D,Denver,den,oak,H,3300,-300,18,2,9,2.73,4,5,L
1407,WR,"Pryor, Terrelle",was,kan,A,5400,-500,17.7,2,8.85,1.64,3.9,5,L
5445,RB,"Henry, Derrick",ten,hou,A,5300,0,17.7,2,8.85,1.67,7.4,8,
2998,RB,"Ajayi, Jay",mia,no,H,7400,-300,17.6,1,17.6,2.38,4.5,1,L
4705,TE,"Everett, Gerald",lar,dal,A,2500,0,17.4,2,8.7,3.48,0,8,
5257,WR,"Benjamin, Kelvin",car,ne,A,6000,-700,17.2,2,8.6,1.43,2.8,11,L
4292,TE,"Watson, Ben",bal,pit,H,3600,-100,17.1,2,8.55,2.38,10.2,10,L
4437,TE,"Cook, Jared",oak,den,A,3400,300,17.1,2,8.55,2.51,14.3,10,H
4407,TE,"Bennett, Martellus",gb,chi,H,3700,-300,17,2,8.5,2.3,4.2,8,L
5456,WR,"Shepard, Sterling",nyg,tam,A,5000,300,17,2,8.5,1.7,29.3,8,H
5475,WR,"Higgins, Rashard",cle,cin,H,4500,500,16.9,1,16.9,3.76,3,9,H
5565,RB,"Carson, Chris",sea,ind,H,5400,500,16.9,2,8.45,1.56,13.2,6,H
2467,RB,"Gore, Frank",ind,sea,A,4000,-200,16.8,2,8.4,2.1,12.7,11,L
2890,RB,"Burkhead, Rex",ne,car,H,4000,0,16.7,2,8.35,2.09,0,9,
5151,WR,"Hilton, T.Y.",ind,sea,A,5300,100,16.6,2,8.3,1.57,31.3,11,H
5447,RB,"Howard, Jordan",chi,gb,A,5800,900,16.3,2,8.15,1.41,35.4,9,H
4690,TE,"DeValve, Seth",cle,cin,H,2600,0,16.3,2,8.15,3.13,4.9,9,
5562,RB,"Kamara, Alvin",no,mia,A,3900,-100,16.2,2,8.1,2.08,13.2,5,L
5252,WR,"Watkins, Sammy",lar,dal,A,5900,400,15.8,2,7.9,1.34,31.6,8,H
5385,WR,"Conley, Chris",kan,was,H,3200,0,15.8,2,7.9,2.47,0,10,
2995,RB,"Abdullah, Ameer",det,min,A,4200,-500,15.7,2,7.85,1.87,11.6,7,L
4702,TE,"Njoku, David",cle,cin,H,2900,100,15.7,2,7.85,2.71,9.2,9,H
5173,WR,"Benjamin, Travis",lac,phi,H,3900,400,15.4,2,7.7,1.97,19.4,9,H
3670,WR,"Ginn Jr., Ted",no,mia,A,3900,-200,15.2,2,7.6,1.95,13.9,5,L
5208,WR,"Patterson, Cordarrelle",oak,den,A,3000,0,15,2,7.5,2.5,2.2,10,
2997,RB,"Johnson, Duke",cle,cin,H,4500,300,15,2,7.5,1.67,22.4,9,H
4675,TE,"Henry, Hunter",lac,phi,H,3500,-400,15,1,15,4.29,0,9,L
7028,D,Seattle,sea,ind,H,4100,600,15,2,7.5,1.83,-1,6,H
5223,WR,"Shepard, Russell",car,ne,A,4000,500,14.9,2,7.45,1.86,0,11,H
5191,WR,"Bellamy, Josh",chi,gb,A,3100,-200,14.8,2,7.4,2.39,0,9,L
5381,WR,"Funchess, Devin",car,ne,A,5300,1100,14.8,2,7.4,1.4,9.8,11,H
5113,WR,"Smith, Torrey",phi,lac,A,3700,100,14.6,2,7.3,1.97,6.9,10,H
5256,WR,"Lee, Marqise",jac,nyj,A,4500,100,14.6,2,7.3,1.62,10.5,8,H
4542,TE,"Green, Virgil",den,oak,H,2700,0,14.5,2,7.25,2.69,4.8,5,
2969,RB,"Crowell, Isaiah",cle,cin,H,4800,0,14.3,2,7.15,1.49,7.4,9,
5550,WR,"Davis, Corey",ten,hou,A,4000,100,14.3,2,7.15,1.79,0,8,H
5386,WR,"Lockett, Tyler",sea,ind,H,4500,200,14.2,2,7.1,1.58,5,6,H
2647,RB,"Tolbert, Mike",buf,atl,A,3800,0,14.1,2,7.05,1.86,4.1,6,
2741,RB,"Ivory, Chris",jac,nyj,A,3800,0,14.1,2,7.05,1.86,6.2,8,
5254,WR,"Matthews, Jordan",buf,atl,A,3900,400,14.1,2,7.05,1.81,9.1,6,H
5395,RB,"Johnson, David",ari,sfo,H,6300,6300,14.1,1,14.1,2.24,0,8,H
7009,D,Dallas,dal,lar,H,2500,-300,14,2,7,2.8,7,6,L
7015,D,Kansas City,kan,was,H,3100,200,14,2,7,2.26,12,10,H
5163,WR,"Beasley, Cole",dal,lar,H,4500,-200,13.5,2,6.75,1.5,1.4,6,L
2889,RB,"Bernard, Giovani",cin,cle,A,4300,500,13.5,2,6.75,1.57,11.9,6,H
5339,WR,"Wilson, Albert",kan,was,H,3300,200,13.3,2,6.65,2.02,10.4,10,H
5548,RB,"Mack, Marlon",ind,sea,A,3800,0,13.3,2,6.65,1.75,0,11,
1263,QB,"Cutler, Jay",mia,no,H,5800,-300,13.1,1,13.1,2.26,12.7,1,L
4270,TE,"Gates, Antonio",lac,phi,H,2900,-100,12.8,2,6.4,2.21,5,9,L
2721,RB,"Blount, LeGarrette",phi,lac,A,3900,0,12.7,2,6.35,1.63,12.7,10,
2818,RB,"Rodgers, Jacquizz",tam,nyg,H,4400,-200,12.7,1,12.7,2.89,1.5,1,L
5508,WR,"Lewis, Roger",nyg,tam,A,3200,-100,12.7,2,6.35,1.98,1.6,8,L
5380,WR,"Parker, DeVante",mia,no,H,6700,400,12.5,1,12.5,1.87,21.6,1,H
1465,QB,"Winston, Jameis",tam,nyg,H,5900,-100,12.46,1,12.46,2.11,21.52,1,L
3946,WR,"LaFell, Brandon",cin,cle,A,3800,100,12.4,2,6.2,1.63,1.5,6,H
2935,RB,"McKinnon, Jerick",min,det,H,4000,0,12.2,2,6.1,1.52,2.4,9,
5410,WR,"Crowder, Jamison",was,kan,A,4900,0,12.1,2,6.05,1.23,10.2,5,
1496,QB,"Brissett, Jacoby",ind,sea,A,5000,200,11.88,2,5.94,1.19,27.76,11,H
2831,RB,"Murray, DeMarco",ten,hou,A,6000,500,11.8,2,5.9,0.98,22,8,H
5212,WR,"Stills, Kenny",mia,no,H,4300,-100,11.7,1,11.7,2.72,9.1,1,L
1403,QB,"Dalton, Andy",cin,cle,A,5800,700,11.46,2,5.73,0.99,16.28,6,H
5478,WR,"Rogers, Eli",pit,bal,A,3300,-300,11.4,2,5.7,1.73,-1,9,L
5229,WR,"Brown, Jaron",ari,sfo,H,4000,300,11.3,1,11.3,2.83,10.7,8,H
5470,RB,"Ervin, Tyler",hou,ten,H,3000,0,11.2,2,5.6,1.87,1.8,7,
5502,WR,"Anderson, Robby",nyj,jac,H,3800,400,11,2,5.5,1.45,18.5,11,H
4703,TE,"Kittle, George",sfo,ari,A,2500,0,11,2,5.5,2.2,1.8,11,
4706,TE,"Smith, Jonnu",ten,hou,A,2600,0,11,2,5.5,2.12,9.4,8,
7007,D,Cincinnati,cin,cle,A,3500,1000,11,2,5.5,1.57,14,6,H
7012,D,Green Bay,gb,chi,H,3600,200,11,2,5.5,1.53,6,8,H
7022,D,Oakland,oak,den,A,2300,-200,11,2,5.5,2.39,5,10,L
7026,D,San Diego,lac,phi,H,2500,-300,11,2,5.5,2.2,5,9,L
7027,D,San Francisco,sfo,ari,A,2200,-700,11,2,5.5,2.5,0,11,L
7030,D,Tennessee,ten,hou,A,3300,600,11,2,5.5,1.67,1,8,H
5177,WR,"Holmes, Andre",buf,atl,A,3000,0,10.9,2,5.45,1.82,8.6,6,
2892,RB,"Ellington, Andre",ari,sfo,H,3800,0,10.8,2,5.4,1.42,13.1,8,
5493,RB,"Kelley, Rob",was,kan,A,4200,0,10.8,2,5.4,1.29,0,5,
5205,WR,"Goodwin, Marquise",sfo,ari,A,3500,0,10.7,2,5.35,1.53,8.2,11,
5361,WR,"Gabriel, Taylor",atl,buf,H,4100,100,10.7,2,5.35,1.3,18.9,5,H
5449,RB,"Washington, DeAndre",oak,den,A,3800,-200,10.7,2,5.35,1.41,7.4,10,L
5553,WR,"Smith-Schuster, JuJu",pit,bal,A,3000,0,10.6,2,5.3,1.77,5.9,9,
5384,WR,"Dorsett, Phillip",ne,car,H,4000,0,10.5,2,5.25,1.31,0,9,
5535,RB,"Mixon, Joe",cin,cle,A,5700,1200,10.5,2,5.25,0.92,13.1,6,H
2918,RB,"Williams, Kerwynn",ari,sfo,H,3900,-100,10.4,2,5.2,1.33,0.3,8,L
5480,WR,"Erickson, Alex",cin,cle,A,3100,0,10.4,2,5.2,1.68,0,6,
3902,WR,"Decker, Eric",ten,hou,A,4200,200,10.2,2,5.1,1.21,8.9,8,H
2819,RB,"Powell, Bilal",nyj,jac,H,4600,400,10.2,2,5.1,1.11,9.7,11,H
5555,WR,"Taylor, Taywan",ten,hou,A,3400,-200,10.2,2,5.1,1.5,3.5,8,L
5217,WR,"Woods, Robert",lar,dal,A,3900,600,10.1,2,5.05,1.29,19.8,8,H
5481,WR,"Louis, Ricardo",cle,cin,H,3200,200,9.9,2,4.95,1.55,2,9,H
5344,WR,"Moncrief, Donte",ind,sea,A,3500,-300,9.8,2,4.9,1.4,6.4,11,L
5496,WR,"Lewis, Tommylee",no,mia,A,3000,-100,9.8,2,4.9,1.63,5.3,5,L
4642,TE,"Harris, Demetrius",kan,was,H,2600,0,9.5,1,9.5,3.65,0,10,
2987,RB,"West, Charcandrick",kan,was,H,4000,0,9.5,1,9.5,2.38,3.3,10,
2629,RB,"Charles, Jamaal",den,oak,H,4200,0,9.2,2,4.6,1.1,12.7,5,
7008,D,Cleveland,cle,cin,H,2400,-600,9,2,4.5,1.88,4,9,L
7013,D,Indianapolis,ind,sea,A,2400,-800,9,2,4.5,1.88,6,11,L
7032,D,Houston,hou,ten,H,3000,700,9,2,4.5,1.5,9,7,H
5408,WR,"Roberts, Seth",oak,den,A,3300,-100,8.9,2,4.45,1.35,5,10,L
5472,RB,"Perkins, Paul",nyg,tam,A,3500,-300,8.7,2,4.35,1.24,5,8,L
4568,TE,"Eifert, Tyler",cin,cle,A,3900,0,8.6,2,4.3,1.1,0,6,
4640,TE,"Fiedorowicz, C.J.",hou,ten,H,3000,3000,8.6,1,8.6,2.87,0,7,H
1495,QB,"Hogan, Kevin",cle,cin,H,4600,0,8.22,1,8.22,1.79,0,9,
5264,WR,"Brown, John",ari,sfo,H,5100,0,8.2,1,8.2,1.61,0,8,
5441,RB,"Brown, Malcolm",lar,dal,A,3900,0,8.2,2,4.1,1.05,0,8,
1336,QB,"Hoyer, Brian",sfo,ari,A,4800,0,8.18,2,4.09,0.85,30.18,11,
5453,WR,"Treadwell, Laquon",min,det,H,3200,-100,8,2,4,1.25,1.2,9,L
4650,TE,"Williams, Maxx",bal,pit,H,2500,0,7.8,2,3.9,1.56,0,10,
